RT @minditIsay: #SoulVultures #Xtians good business. Gwad Gwad and convert. What is the current market price. #NepalEarthquake	1
RT @AgentSaffron: Another Psychopath Christian predator who brazenly states his foul intentions. #NepalEarthquake http://t.co/HyTYrsEhov	45
RT @muns2177: Compare Kashmir Floods &amp; #NepalEarthquake coverage by usual #Presstitutes 2200 have died,guess Hindu lives dont count http://	27
RT @OmegaProgramme: Jesus gave 6 signs in Matt 24: wars; ethnic conflict; earthquakes; pestilence; famine; cults. No birth pains - no baby.	1
RT @odradesh: Xn #SoulVultures feel happy that they get so many corpses 2 feed on &amp; they even think they are doing a service 2 mankind . #N	1
RT @rohitzstriver: Convert everybody to christianity you bastards #SoulVultures .I want to ask,what will you achieve after this ?? #NepalEa	1
RT @ranganaathan: #NepalEarthquake is sad, but more avoidable topics are Evangelist Factory getting into Nepal for rehabilitation	2
RT @RamraoKP_: Shame on u for having such thoughts https://t.co/frl5qiMZre Hindus from Nepal plz save Hindus from #SoulVultures #NepalEarth	2
RT @noconversion: Xtian Missionaries plan to use Earthquake in Nepal as conversion oppt. Hindus Please Support Nepal #NepalEarthquake http:	91
RT @kan_rebel: @ExSecular @YesIamSaffron Another #SoulVultures #NepalEarthquake https://t.co/cYXFAe58U9	1
RT @Sonu_Bhaskar: Hats off to 25k @RSSorg volunteers who are selflessly helping out the #NepalEarthQuake victims, unlike #SoulVultures htt	3
RT @NoPlusnet: Hayul #Hayul jsaditya: RT KiranKS: If you don't know why #SoulVultures is trending in India after #NepalEarthquake http://t	1
RT @vaz_paz: #SoulVultures is looking to repeat #Haiti in #NepalEarthquake	1
RT @activator_n: Do not donate to #Presstitutes for #NepalEarthquake Please support #PMRF. #Presstitutes will use it for anti national acti	7
RT @bishtmk: @taslimanasreen WTF!! Conversion before helping in #NepalEarthquake Vultures, Scavengers &amp; Christian Missionaries https://t.c	1
RT @RealZaidHamid_: Praise the lord #SoulVultures #NepalEarthquake #Nepal http://t.co/9YdkjCqW2x	8
RT @neha_jpn: Word of God against Pope. #SoulVultures #NepalEarthquake #IndiaWithNepal http://t.co/f2ycmryp0m	26
"RT @TPrasad_7: NRIs, plz donate to Hindu charities&gt; @sewausa,@SewaUK,@IDRF_U ""@India_Policy: Evangelical vultures. #NepalEarthquake http://"	1
RT @sharath1108: Beware of Human Trafficking in the name of Evangelisation , its their high time #NepalEarthquake :#SoulVultures #earthqua	1
RT @Greyhound212: If any church got destroyed in #NepalEarthquake , expect #Presstitutes to call it a communal earthquake and blame it on M	1
RT @roessejh: ...earthquakes happen because of tectonic plates, they are not a result of lack of jesus. Christians and science, smh  #Nepa	1
RT @EvilYindoo: Another Church bigot https://t.co/YXmRggmoMz #NepalEarthquake	4
RT @OurCofE: Day 4 of Christian Aid Week. Shocked by news of the 2nd earthquake in Nepal #CAWeek #Nepalearthquake http://t.co/OtiZPCoCmS	2
RT @kush07: Lets be preemptive and nip a fresh #Presstitutes Hit Job on the new #NepalEarthquake Lets trend #NoPresstitutes4Nepal	4
RT @desi_brat: Fuck these Missionaries who are scavenging frm whatever's left after the #NepalEarthquake Hav some shame &amp; humanity.	1
"RT @TPrasad_7: .@noconversion Evangelical vultures already preying on #NepalEarthquake victims. #Nepal #Everest ""@India_Policy: http://t"	1
RT @Adv_Onkaar: Xtian missionaries find opportunities to convert Hindus n Buddhists even at the time of #NepalEarthquake . Shame http://t.	1
RT @smitadeshmukh: Unbelievable idiots all these religious fanatics #Nepal #NepalEarthquake https://t.co/qCl9zypOPo	3
RT @kendentshering: Missionary position even in times of disaster ;) shame on you #SoulVultures #NepalEarthquake https://t.co/6vvyoJaIlC	1
RT @ensine: Muslims are happy that NO moslems died in #NepalEarthquake so hail allah. Disgusting cult #Muslims and #Islam http://t.co/iUh5t	13
"RT @TPrasad_7: .@AnjaliGorg So called ""Soul Rescuers"" needing their own rescue? What a shame!! #NepalEarthquake #SoulVultures https://t.co"	1
RT @AnjaliGorg: I really have a feeling that most of the whites stuck in #NepalEarthQuake are Christian missionaries went for #soulharvest	65
RT @bohra_p: #SoulVultures Deleting Tweet... Afraid ... lol #NepalEarthquake is chance 4 thm to convert poor n needy ppl. #Sad https://t.c	1
RT @himanshugo: don't donate 2 #SoulVultures @WorldVision . Donate to PM's relief fund &amp; http://t.co/8hJ1DG5T6X #NepalEarthquake	1
RT @__aksa: These Christian missionaries seeking to harvest Xtian souls in the wake of #NepalEarthquake tragedy give Christ a bad name.Feed	1
RT @Rakeshinteriors: RT. When Jesus can't save himself how will he save others? #SoulVultures #NepalEarthquake #RSS #HDL @girirajsinghbjp h	31
RT @RealZaidHamid_: Christian Evangelists when Natural Calamity takes place #NepalEarthquake #NepalQuake #SoulVultures http://t.co/h58wcAjG	15
RT @SoulInExile: Sickness #SoulScavengers in #NepalEarthquake https://t.co/yTqF0iln0c	6
RT @vikas2783: Shameless #SoulVultures http://t.co/mCvghSxmfw #nepalearthquake	4
RT @pratichee: Shocked by the religious angle &amp;rajnikant,RahulGandhi jokes with regard to the earthquake!Is humanity dead?no sensitivity! #	1
RT @rajamama: @AbhaySDube #HDL #SoulVultures #BreakingOnNewsX: Controversial pastor, shocking move, dont rebuild the temples he says. #N	4
"RT @sudha073: Shameful! #SoulVultures #NepalEarthquake http://t.co/MUX0VZz5eQ http://t.co/JukdCFxR0W "" http://t.co/Ab3AOVArGy"	3
RT @mvslsv: How many big bindis stretched their hands to help the victims of #NepalEarthquake ??? #SoulVultures	4
RT @trintu12: Run Hindus run. #SoulVultures are coming! #NepalEarthquake #NepalQuakeRelief #ConversionGasm	1
RT @himzzi: Wondering if any genuine noteworthy contribution from secularists? #earthquake again. #SoulVultures #NepalEarthquake http://t.c	5
RT @vjchats: @OmegaProgramme Nepal is being punished for its heathen ways #TweetLikeMissionary #NepalEarthquake	1
RT @DebashishHiTs: #SoulVultures celebrate the opportunity to convert amidst deaths, destruction #NepalEarthquake http://t.co/9tha1xtFKE	3
RT @BihariTweeter: RSS &amp; Xtian Evangelists both r helping in #NepalEarthquake. U can easily judge who is working selflessly &amp; who is doing	17
RT @AnjaliGorg: Soul hunters goi g for a gleeful scavenging in #NepalEarthQuake #ChristianTerror https://t.co/grYJDszFrD	5
RT @MahaveerM_: 2 Kinds of Breed Celebrating #NepalEarthquake 1) #SoulVultures 2) #AAPtards RT if u Agree! @kapsology @NavenduSingh_ http:/	75
RT @Biorahul: Christian missionaries &amp; their hidden communal agenda. Compare this to selfless work by #RSS #NepalEarthquake http://t.co/oBH	22
RT @Ankitaaa_: #NepalEarthquake is calamitous !! What is more devastating is the #Missionaries have already started circling over Nepal!!	20
RT @Swt_Sadhana: All I can see on my TL is #NepalEarthquake and tweets by #SoulVultures about Jesus. This is worrisome. But then what could	29
RT @HinduRajyam: @Pontifex Mary is a virgin whore u piece of shit paedophile #SoulVultures #NepalEarthquake	1
RT @sharsanj: Rescue teams for #NepalEarthquake n there r #soulvultures for other kind of work. Evangelists making xtians out of dead peopl	1
RT @sridharan_tklr: #SoulVultures COMPLIMENTS TO NEWSX!! THEY HAVE REPORTED THE EVANGELISTS!! #EarthquakeAgain #NepalEarthquake http://t.co	1
"RT @devillseye: LIC Should hire more of these #SoulVultures Missionaries. To Celebrate a calamity to Sell their ""Brand"" is in their Blood."	1
RT @Kalpeshtamariya: # #Missionaries are #ISIS in India.... #SoulVultures #NepalEarthquake #IndiaWithNepal #RespectRSS #Istan	1
RT @RamraoKP_: Our Seculars Blaming This govt?? See how they work. kudos @SushmaSwaraj ji... #IndiaWithNepal #NepalEarthquake http://t.co	31
RT @aj_4_india: There are shameless jerks. There are #SoulVultures. And then there are the psycho Xian evangelists. https://t.co/ZFhnjzcdJs	2
RT @rupasubramanya: That didn't take long. Missionary vultures always circling and descend at the first opportunity. #NepalEarthquake http	441
RT @Ria_184: #SoulVultures seek #NepalEarthquake as oppurtunity to strengthen their hold India must send Hindu helpers on ground http://t.c	24
RT @cheguwera: WTF people are trying to save their life&amp;this MORONs Tweeting Hindu christian muslim #earthquake #NepalEarthquake http://t	61
RT @Dayweekaa: Instead of saving humanity, these #SoulVultures are upto selling their Jesus in turn of rescue of #NepalEarthquake victims.	2
RT @NeelakshiGswm: Dear #SoulVultures #Nepal isn't Africa, so don't try business there. #earthquake #Kathmandu #NepalEarthquake	13
RT @noconversion: Christian Missionaries are ready to Harvest Soul &amp; use Nepal disaster to convert @RSSorg #NepalEarthquake @HMOIndia	20
RT @himanshugo: This #JesusFreak @SnowbirdSWO is worried about Gospel,while ppl die in #NepalEarthquake #SoulVultures #ManKiBaat https:/	1
RT @mswami: Even during 2005 Tsunami #SoulVultures descended in droves to exploit grief stricken people. http://t.co/EzecnxEjNI #NepalEarth	3
RT @noconversion: Xtian Missionaries have huge plan to use Earthquake in Nepal as conversion oppt. Hindus Please rise up Support Nepal #Ne	29
"RT @thenewsminute: Religious groups ""preying"" for souls of #NepalEarthquake get slammed for being ""#SoulVultures"" http://t.co/is3MCd5Og6"	17
RT @sanjay_rai: @ce7669131e0f466 #SoulVultures see the #NepalEarthquake as golden opportunity for conversion, #soulharvesting @_TimesCrow @	1
RT @ConvenienceBest: Who are the folks really happy about the devastating #NepalEarthquake ? AAP n Evangelists.	1
RT @trunils: #Presstitutes RATs hide their ugly face, no coverage where RSS volunteers working without credit #HatsOffRSS #NepalEarthquake	3
RT @jaypanicker: Pastor K P Yohannan from Kerala,do a lot in Nepal to convert Hindus,listen #SoulVultures #NepalEarthquake @pmoindia https	12
RT @RanjitAtWork: This @ShainaNC talks utter rubbish and tweets pix which are old and not even related to #NepalEarthquake #SHAME http://t	1
RT @AvanikaMote: Learn from Sikhs. They are helping without converting people in Nepal. #SoulVultures #NepalEarthquake https://t.co/himluu	3
RT @EvilYindoo: Church Bigot and #AdarshLiberal @nesoron rued that #NepalEarthquake missed @yogrishiramdev http://t.co/TVmhBeKMcw	7
RT @anupamtr: Sad! Appalling! Disgraceful!! #Missionaries trying to 'harvest souls' even in such tragic times of #NepalEarthquake http://t.	767
RT @RpG_89: Take a bow @ManojKureel #SoulVultures #NepalEarthquake https://t.co/eEqjxvcup1	1
RT @RohitRudraJohri: One more of the #Presstitutes trying to gain some traction on social media #NepalEarthquake https://t.co/Z6ukYLtmu7	1
RT @actindia: Kafan chors #SoulVultures coffin thieves. In Nepal to harvest X'tians in calamity. #NepalEarthQuake #EarthQuake #Quake #Nepal	2
RT @IndusSiva: With #NepalEarthquake,it's evident that #SoulVultures survive only by Calamities &amp; its evident that RSS competes to do servi	1
RT @sammysaurus_: Disgusting. RT @nayanikaaa: What is wrong with people? Using the #NepalEarthquake to convert the victims? #Soulvultures.	1
RT @Sudhks: Crawling worms in gutter #Xtian #SoulVultures must thank #Jesus for this #NepalEarthquake tragedy. https://t.co/mhXigXVHkj	1
RT @DebashishHiTs: #SoulVultures stand exposed #NepalEarthquake https://t.co/KnLxtIbTAp	3
RT @savarkar5200: Modi riding pillion on Bike to inspect damage after Gujarat earthquake. #ManKiBaat #NepalEarthquake #SoulVultures http://	3
RT @Tan_Tripathi: Head of #SatanicCult #SoulVultures #NepalEarthquake https://t.co/4pDX51dM6p	4
RT @sharants: @sharants Can sum1 not help by providing food, shelter &amp; medicines during a tragedy without soul trading? #NepalEarthquake #	1
RT @RajeshaM75: Scavenging Vultures started their asshole job even on #NepalEarthquake tragedy https://t.co/2zBWwNtltG	4
RT @rupeshsingh10: Bloody #SoulVultures see #NepalEarthquake not as Tragedy but Triumph. These so call missionaries are worst then ISIS. ht	1
RT @TweeterGOD_: Will the #Presstitutes media ever show this? #Respect for RSS #SoulVultures #HatsOffRSS #NepalEarthquake http://t.co/a1	22
RT @SardaarKhan: #RSS Volunteers have reached #Nepal. #AdarshLiberals tweeting. U Choose. #NepalEarthquake	1
RT @DebashishHiTs: No media is talking about fringe or mainstream even though #SoulVultures have left nothing ambiguous #NepalEarthquake ht	12
"RT @karanbhandari: Save people first, forget propaganda for once ""@VerseCannon: Vampires on the prowl. #SoulVultures #NepalEarthquake http:"	3
RT @Sudhks: #SoulVultures doing their best to help #NepalEarthquake victims by preaching #Jesus. https://t.co/GNIf5VElZh	1
RT @TPrasad_7: When India &amp; the world racing to rescue #NepalEarthquake victims,the #SoulVultures busy with hate &amp; hatred @IndyUSA: http://	3
RT @syamjee: #NepalEarthquake and Indian #Presstitutes http://t.co/rfAnwDoPdA	1
RT @Keisar_: This #NepalEarthquake has bought stupidest Brands, desperate Websites, vulture Missionaries and sick twisted Presstitutes out	40
RT @being_delhite: Project Joshua for Nepal #SoulVultures Funded to Propagate in '10/40 Window' Home of unevangelized? #NepalEarthquake ht	5
RT @amz360: Pope says this. Mother Teresa did this. #NepalEarthquake #SoulVultures doing this. Why #AdarshLiberal denies this? https://t.co	8
RT @NeelakshiGswm: This is how a Nepalese replied to #TOI lies #Kathmandu #NepalEarthquake #earthquake #PrayForNepal #Presstitutes http://t	15
RT @ChakraNews: This picture says it all. Please share. #SoulVultures #NepalQuakeRelief #NepalEarthquake http://t.co/3EpKJEHoHh	1
RT @TPrasad_7: .@sathisamirdesai RSS doesn't ask hapless victims to convert in order to get help. Evangelical vultures do. #NepalEarthquake	1
RT @Preetham316R: #SoulVultures #NepalEarthquake Shameless Morons busy in all sort of #evangelism even in crisis..	1
RT @i_Aleister: I hate how missionaries gon try to harvest souls, turning this whole #NepalEarthquake into a spiritual wake-up call...Lend	1
RT @Sudhks: Beware #Nepal from such guttersnipe #SoulVultures. #NepalEarthquake #IndiaWithNepal @shalinisharma70: Shame http://t.co/sP3sA3	2
RT @WandererSS6: @GrooverMac You #SoulVultures can't u help selflessly instead of looking for preys for soul harvesting in #NepalEarthquake	1
RT @imknag: @nytimes article helps recognise #SoulVultures dancing #MaukaMauka on #Nepalearthquake! Don't donate to them! http://t.co/wyyYE	1
RT @rameshnswamy: The Jesus Supermarket brigade in full force #SoulVultures after #NepalEarthquake http://t.co/lrlScfY4SR	5
"RT @puneetarora82: Exactly what #Presstitutes &amp; #SupariJournalists doesn't want to hear. https://t.co/9HLM6KhwnF"" #RSS #NepalEarthquake #I"	1
RT @Rao_Krishna: Let the dust of #NepalEarthQuake settle, will tweet how emotional extortion &amp; money were used by #SoulVultures to convert	2
RT @mkk3601: .Seems like the Christians have hit the jackpot. #NepalEarthquake #SoulVultures soul harvesters, like vultures,out in full fo	1
RT @AFNCWOODWARD: Nepali Christians Being Overlooked in Distribution of Aid Following Earthquake. @persecutionnews #NepalEarthquake http://	2
RT @dhanjitgiri: #RSS at work soon after #NepalEarthquake #TrustRSS #SoulVultures http://t.co/0TfZ0v0nCM	31
RT @SuhagAShukla: #SoulVultures are human rights violators. Unite against predatory proselytization/evangelism -- http://t.co/jaXDQwSQVD #N	1
"RT @thenewsminute: Religious groups ""preying"" for souls get slammed for being ""#SoulVultures"" http://t.co/is3MCd5Og6 #NepalEarthquake"	28
RT @RevolutionMonk: Wat sort of #Presstitutes V hav in India hu don't appreciate own country's effort,bt glorify other's #NepalEarthquake h	93
RT @KiranKS: Apt cartoon on #SoulVultures after #NepalEarthquake. http://t.co/rTZ0TtTyoV	147
RT @subodhdgame: Dear #SoulVultures seeing opportunity in the plight of victims of #NepalEarthquake just wanna say this AakThuu. http://t.c	12
RT @arvind_joshi: Evangelist Vultures: #NepalEarthquake RT @Saffrelin: #SoulVultures Can barely contain her glee. http://t.co/ebzDcUi8eX	3
RT @RW_HITMAN: #SoulVultures R pissed off with rescue efforts by india in #NepalEarthquake. This will spoil their chance 2 project Bastard	19
RT @mvslsv: Please be aware of these #SoulVultures #NepalEarthquake https://t.co/KHht7R0otv	1
RT @RW_HITMAN: Christian scum missionaries and Bastard followers are trying to use #NepalEarthquake as conversion opportunity.	24
RT @dhanjitgiri: Christian Missionaries are ready to Harvest Soul &amp; use #NepalEarthquake disaster to convert see pic 1 I am... http://t.	2
RT @Dayweekaa: Nepalese please keep away from #SoulVultures Evangelists who while rescuing u, will ask to pledge to church and jesus. #Nepa	6
RT @amitakjain: #WeStandTogether this is our real culture and religion. http://t.co/Crz23sYPxW #earthquake #SoulVultures #NepalEarthquake	2
RT @RevolutionMonk: This 1 sums it up Apt cartoon by @ManojKureel on #VultureEvangelists #SoulVultures feedin on misery #NepalEarthquake h	17
RT @myfrankvoice: Evangelist poachers coming to help #NepalEarthquake victims in return of conversion. May God unleash hell upon them http:	3
RT @Sonu_Bhaskar: (6) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.	2
RT @DebashishHiTs: #ChristiansAreUnder attack of #ISIS #BokoHaram but #SoulVultures busy preying dead &amp; destitute of #NepalEarthquake htt	1
RT @AamAadmiPartly: This is what it is. #MannKiBaat #SoulVultures #NepalEarthquake @RSSorg @DesiBakchod @PuraneeBastee @VyangyaPuraan http	10
RT @Sonu_Bhaskar: And the 'proselytisation' crusade by #SoulVultures continue at the graves of innocent #NepalEarthquake victims #Shame htt	1
"RT @justlalit: @MichaelCatt For these missionary #SoulVultures a human tragedy is ""Opportunity"" to harvest souls #NepalEarthquake http://t."	1
RT @kush07: #SoulVultures from Europe #BeefLacedFood from Pak #Maoist recruitment from China For #NepalEarthquake But India Govt. &amp; #RSS r	1
RT @Archu243: #SoulVultures on the prowl amidst the disaster n devastation caused by #NepalEarthquake http://t.co/dPEmwPrU1U	1
RT @AnjaliGorg: Status of Nepal w.r.t #Christianity Lot more of the Pagans to be Harvested #SoulScavengers to use #NepalEarthQuake http://	14
RT @RevolutionMonk: #VultureEvangelists Our MSM Journalists says Christian Missionaries does selfless service. Really? #NepalEarthquake ht	19
RT @sudixitca: Only a sick cult like Islam will send Beef powder with the relief package to the Hindus. It has no trace of humanity. #Nepal	1
RT @metesohtaoglu: #Turkish singer Leman Sam:#NepalEarthquake was punishment for #Hindu animal sacrifices,#Nepali ppl deserved death  htt	1
RT @AnanthVasu: Not so dear #SoulVultures, People in Nepal need relief and help, not religion. #NepalEarthquake	1
RT @sameerdesaii: evangelists must be busy sending loads of bibles to #Nepal . itz a good opportunity for them to convert the needy as usua	2
RT @muf002: O people! Get some lessons from #NepalEarthquake. Allah can show His power anywhere, anytime. Just repent and turn to Allah.	1
RT @AhamedAbreeq: 7.fuckin'2? Lord Why? I don't wanna die... I haven't earned enough money yet. I got LIFE GOALS. #Nepal #PrayForNepal #Nep	5
RT @rkganjoo84: #SoulVultures, dose victims dnt need ur Bible, Gospel &amp; Jesus dey need humanity 2 save demselves So just F off Evangelists	1
RT @HinduRajyam: @Atheist_Krishna @Amanofreason_ Shameless christian evangelist motherfucker @atheist_convert shud be lynched at sight! #N	1
RT @IndiaAspires: Hinduism follows  ,doesn't sell god but Xtian Missionaries shamelessly sell Jesus in #NepalEarthquake http	1
RT @Ganeshfouonsi: RSS have reached Nepal 2 rescue &amp; serve people. #Presstitutes still busy eating shit of congress #NepalEarthquake http:	2
RT @Ram0490: Apalled at missionary #SoulVultures gloating at #NepalEarthquake as opportunity. Nepal shud enforce routing of all aid through	11
RT @abhisek_yadav: #SoulVultures ... RT @NewsX : #BreakingOnNewsX: U.S. Pastor: Don't rebuild 'Pagan' shrines. #NepalEarthquake	10
RT @kantikshah: #SoulVultures at the site of Natural Calamity #NepalEarthquake https://t.co/PwXd7PgTdX	1
RT @TweeterGOD_: Will traitor #Presstitutes give credit to RSS for good work? #MannKiBaat #SoulVultures #NepalEarthquake #HatsOffRSS http:	1
RT @TweeterGOD_: Dear Twitter celebs, See these pics before making jokes on. #NepalEarthquake #SoulVultures http://t.co/4jsuCaFruB	3
RT @rahuldewan: Check out tweets from these #soulmining #Christian missionaries. First class assholes! #NepalEarthquake https://t.co/SU3zP	1
RT @kran8897: Teresa Gang on mission #SoulVultures #NepalEarthQuake http://t.co/2NkkQFFLEU	1
RT @KiranKS: After #NepalEarthquake, @PMOIndia should monitor closely. #RANDI squad would be eager to sneak in Jihadis and fake currency t	30
RT @Jorebungley: @AgentSaffron @trackevangelism @apravasi @AviralKapoor_ this is heights of moronry #SoulVultures released this poster toda	1
RT @shwetavij3: I am sure Nepali Hindu will show these #SoulVultures what is real faith..    #NepalEarthquake http://t.c	6
RT @RajeevSrinivasa: Christian fundamentalists are indistinguishable from isis #NepalEarthquake https://t.co/7hRy7pAZkj	10
RT @Saffrelin: #EarthquakeAgain #NepalEarthquake @ManojKureel accurately depicts #SoulVultures. http://t.co/cethQXSE6w	3
RT @himanshugo: Pls don't donate 2 #SoulVultures , instead donate to Dharmic org. Which is doing selfless service #NepalEarthquake https://	4
RT @NeelakshiGswm: #SoulVultures are getting big slaps in their own countries &amp; by their own ppl #NepalEarthquake	6
RT @IndiaAspires: While #soulvultures are in Nepal after #NepalEarthquake to encash opportunity in calamity #RSS swayamsevaks are there for	1
"RT @being_delhite: #SoulVultures must learn humility from ""Sanghis"" #RSS Rocks via @Nabin22Ray #NepalEarthquake #earthquake http://t.co"	34
RT @RevolutionMonk: #VultureEvangelists #SoulVultures looking for a way to see the gospel go forth in the midst of #NepalEarthquake http:/	18
RT @Kalpeshtamariya: True face of #SoulScavengers Humanitarian aid is means 4 Religious conversion #ChristianTerror #NepalEarthquake http:/	15
RT @Sonu_Bhaskar: (4) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.	4
RT @RamraoKP_: 5starActivists and #AdarshLiberal disappeared.After few days they will come and sit in 5 star hotels and write story on #Ne	2
"RT @ParinVShah: ""A Hindu Nationalist PM is misusing and abusing his office to further the Hindutva agenda by swiftly responding to #NepalEa"	3
RT @__Hari__: Despicable US Christian preacher tweets hope #NepalEarthquake will make 'pagan' #Nepal repent &amp; accept Christianity. https://	17
RT @sahucar: while thousands lost their life due to #NepalEarthquake , #SoulVultures gear up to capitalise on people's miseries! http://t.c	5
RT @GanapathyI: not seen any tweet from Christian Org from India talking abt help to #NepalEarthquake without talking abt Soul Harvesting	1
RT @bayalis: Apalled at missionary #SoulVultures gloating at #NepalEarthquake as opportunity. Nepal shud enforce routing of all aid through	3
RT @KKK78888: @PMOIndia @TheRenouncer @narendramodi on #SoulVultures after #NepalEarthquake. http://t.co/wMDSqopQfA	5
RT @jithu2k1: Hey @Pontifex, control your #SlaveTraders. #SoulVultures are ready to devour corpse in the #NepalEarthquake tragedy. Have re	2
RT @prasannakarthik: Army wants to save, RSS wants to serve, Gurudwaras want to feed, but #SoulVultures want to convert the affected. #Nepa	19
RT @chanredd: #ThankYouPM : #NepalEarthQuake: #NepalQuake: An opportunity to restore faith in #Humanity not an opportunity to harvest soul	1
RT @DandekarH: Scavengers in the name of God : For missionaries, others misery is nothing but an opportunity #SoulVultures #NepalEarthquake	1
RT @rkgeemail: @infoHINDU - Missionaries increased to Nepal. This earthquake was an opportunity to convert. #NepalEarthquake via	1
RT @ParagRudani: Conversion during a calamity should be made a criminal offense first! #NepalEarthquake #SoulVultures	5
RT @NeelakshiGswm: Dear religions pimps pl stop feeding on human tragedies &amp; calamity. U can't bring immortality #SoulVultures #earthquake	17
RT @Sudhks: Janakpur, residents shows firm belief in #MataSita saying she protects them. Heartbreaking news for #Xtian #SoulVultures. #Nepa	2
RT @pravatksahoo: Meanwhile cheap Christians r busy spreading Christianity, Idiot morons #NepalEarthquake #earthquake	1
RT @SirJadeja: Indian Media Shared It As #NepalEarthquake Victim's Pic. #Presstitutes #DontComeBackIndianMedia http://t.co/hmnPnenA3p	20
RT @TheArcherIsIn: Hey, you #Presstitutes bastards, good to see you covering #NepalEarthquake Where were you during the #Yemen evacuation?	1
RT @ItsARipper: Christians who're mum now about evangelists using the #NepalEarthquake to spread Christ's word will shout about #GharWapsi	1
RT @HinduMystic: Soul Harvesters.. Merchants of Death !!! #NepalEarthquake	2
RT @VaradSharma: So Christian missionaries are selfishly working. Yes, you heard it right - selfishly. Not selflessly. #NepalEarthquake	1
